"","names","pts","ast","reb","wins","total_games","win_pct","year","mvp","is_mvp"
"1664","Joffrey Lauvergne",7.881355932,0.949152542,4.915254237,24,59,0.406779661,2016,0,"NO"
"1665","John Henson",6.964912281,0.947368421,3.877192982,22,57,0.385964912,2016,0,"NO"
"1666","John Jenkins",4.139534884,0.813953488,1.325581395,18,43,0.418604651,2016,0,"NO"
"1667","John Wall",19.88311688,10.24675325,4.922077922,37,77,0.480519481,2016,0,"NO"
"1668","Johnny O'Bryant III",3.03030303,0.484848485,2.666666667,27,66,0.409090909,2016,0,"NO"
"1669","Jon Leuer",8.462686567,1.074626866,5.567164179,22,67,0.328358209,2016,0,"NO"
"1670","Jonas Jerebko",4.358974359,0.794871795,3.692307692,47,78,0.602564103,2016,0,"NO"
"1671","Jonas Valanciunas",12.8,0.7,9.116666667,40,60,0.666666667,2016,0,"NO"
"1672","Jonathon Simmons",6.018181818,1.054545455,1.745454545,47,55,0.854545455,2016,0,"NO"
"1673","Jordan Adams",3.5,1.5,1,0,2,0,2016,0,"NO"
"1674","Jordan Clarkson",15.50632911,2.430379747,3.962025316,17,79,0.215189873,2016,0,"NO"
"1675","Jordan Farmar",9.166666667,3.083333333,2.083333333,2,12,0.166666667,2016,0,"NO"
"1676","Jordan Hamilton",11.36363636,2.272727273,5.636363636,4,11,0.363636364,2016,0,"NO"
"1677","Jordan Hill",8.835616438,1.191780822,6.178082192,40,73,0.547945205,2016,0,"NO"
"1678","Jordan McRae",4.5,1.136363636,0.909090909,10,22,0.454545455,2016,0,"NO"
"1679","Jordan Mickey",1.3125,0.0625,0.8125,9,16,0.5625,2016,0,"NO"
"1680","Jorge Gutierrez",1.833333333,1.416666667,0.583333333,9,12,0.75,2016,0,"NO"
"1681","Jose Calderon",7.555555556,4.138888889,3.180555556,29,72,0.402777778,2016,0,"NO"
"1682","Josh Huestis",2.8,0,2,2,5,0.4,2016,0,"NO"
"1683","Josh McRoberts",3.571428571,1.928571429,2.5,27,42,0.642857143,2016,0,"NO"
"1684","Josh Richardson",6.557692308,1.403846154,2.057692308,29,52,0.557692308,2016,0,"NO"
"1685","Josh Smith",6.036363636,1.636363636,3.490909091,31,55,0.563636364,2016,0,"NO"
"1686","JR Smith",12.4025974,1.688311688,2.818181818,53,77,0.688311688,2016,0,"NO"
"1687","Jrue Holiday",16.75384615,6.015384615,3,27,65,0.415384615,2016,0,"NO"
"1688","Julius Randle",11.34567901,1.777777778,10.2345679,17,81,0.209876543,2016,0,"NO"
"1689","Justin Anderson",3.781818182,0.527272727,2.4,28,55,0.509090909,2016,0,"NO"
"1690","Justin Harper",2.6,0,0.2,4,5,0.8,2016,0,"NO"
"1691","Justin Holiday",4.509433962,1.056603774,1.698113208,28,53,0.528301887,2016,0,"NO"
"1692","Justise Winslow",6.435897436,1.512820513,5.166666667,46,78,0.58974359,2016,0,"NO"
"1693","Jusuf Nurkic",8.21875,1.25,5.46875,14,32,0.4375,2016,0,"NO"
"1694","Karl-Anthony Towns",18.32926829,1.963414634,10.46341463,29,82,0.353658537,2016,0,"NO"
"1695","Kawhi Leonard",21.15277778,2.583333333,6.847222222,60,72,0.833333333,2016,0,"NO"
"1696","Keith Appling",1.2,0.2,0.2,0,5,0,2016,0,"NO"
"1697","Kelly Olynyk",9.956521739,1.52173913,4.072463768,40,69,0.579710145,2016,0,"NO"
"1698","Kelly Oubre Jr.",3.746031746,0.206349206,2.111111111,31,63,0.492063492,2016,0,"NO"
"1699","Kemba Walker",20.85185185,5.197530864,4.407407407,47,81,0.580246914,2016,0,"NO"
"1700","Kendall Marshall",3.7,2.433333333,0.933333333,3,30,0.1,2016,0,"NO"
"1701","Kendrick Perkins",2.459459459,0.837837838,3.459459459,13,37,0.351351351,2016,0,"NO"
"1702","Kenneth Faried",12.46268657,1.179104478,8.671641791,26,67,0.388059701,2016,0,"NO"
"1703","Kent Bazemore",11.62666667,2.28,5.053333333,44,75,0.586666667,2016,0,"NO"
"1704","Kentavious Caldwell-Pope",14.53947368,1.815789474,3.710526316,41,76,0.539473684,2016,0,"NO"
"1705","Kevin Durant",28.18055556,5.013888889,8.180555556,52,72,0.722222222,2016,0,"NO"
"1706","Kevin Garnett",3.210526316,1.631578947,3.947368421,14,38,0.368421053,2016,0,"NO"
"1707","Kevin Love",16.02597403,2.402597403,9.896103896,53,77,0.688311688,2016,0,"NO"
"1708","Kevin Martin",9.345454545,1.054545455,2,24,55,0.436363636,2016,0,"NO"
"1709","Kevin Seraphin",3.895833333,0.979166667,2.625,15,48,0.3125,2016,0,"NO"
"1710","Kevon Looney",1.8,0,2,4,5,0.8,2016,0,"NO"
"1711","Khris Middleton",18.15189873,4.189873418,3.82278481,33,79,0.417721519,2016,0,"NO"
"1712","Kirk Hinrich",2.97826087,1.586956522,1.52173913,26,46,0.565217391,2016,0,"NO"
"1713","KJ McDaniels",2.405405405,0.27027027,1.135135135,17,37,0.459459459,2016,0,"NO"
"1714","Klay Thompson",22.1375,2.075,3.825,71,80,0.8875,2016,0,"NO"
"1715","Kobe Bryant",17.59090909,2.787878788,3.742424242,13,66,0.196969697,2016,0,"NO"
"1716","Kosta Koufos",6.782051282,0.423076923,5.423076923,32,78,0.41025641,2016,0,"NO"
"1717","Kostas Papanikolaou",2.576923077,0.615384615,1.538461538,8,26,0.307692308,2016,0,"NO"
"1718","Kris Humphries",6.471698113,0.679245283,4.113207547,29,53,0.547169811,2016,0,"NO"
"1719","Kristaps Porzingis",14.27777778,1.305555556,7.305555556,28,72,0.388888889,2016,0,"NO"
"1720","Kyle Anderson",4.487179487,1.576923077,3.128205128,64,78,0.820512821,2016,0,"NO"
"1721","Kyle Korver",9.2375,2.05,3.25,46,80,0.575,2016,0,"NO"
"1722","Kyle Lowry",21.22077922,6.415584416,4.74025974,54,77,0.701298701,2016,0,"NO"
"1723","Kyle O'Quinn",4.753846154,1.107692308,3.846153846,26,65,0.4,2016,0,"NO"
"1724","Kyle Singler",3.397058824,0.352941176,2.073529412,43,68,0.632352941,2016,0,"NO"
"1725","Kyrie Irving",19.64150943,4.716981132,2.962264151,37,53,0.698113208,2016,0,"NO"
"1726","Lamar Patterson",2.4,1.114285714,1.428571429,23,35,0.657142857,2016,0,"NO"
"1727","LaMarcus Aldridge",17.98648649,1.486486486,8.540540541,61,74,0.824324324,2016,0,"NO"
"1728","Lance Stephenson",8.304347826,1.927536232,3.231884058,36,69,0.52173913,2016,0,"NO"
"1729","Lance Thomas",8.203389831,0.898305085,2.220338983,25,59,0.423728814,2016,0,"NO"
"1730","Langston Galloway",7.62195122,2.524390244,3.512195122,32,82,0.390243902,2016,0,"NO"
"1731","Larry Nance Jr.",5.53968254,0.698412698,4.952380952,14,63,0.222222222,2016,0,"NO"
"1732","Lavoy Allen",5.417721519,0.962025316,5.367088608,43,79,0.544303797,2016,0,"NO"
"1733","Leandro Barbosa",6.367647059,1.205882353,1.720588235,60,68,0.882352941,2016,0,"NO"
"1734","LeBron James",25.26315789,6.763157895,7.434210526,56,76,0.736842105,2016,0,"NO"
"1735","Lorenzo Brown",2.5,1.375,0.875,1,8,0.125,2016,0,"NO"
"1736","Lou Amundson",1.793103448,0.413793103,1.689655172,11,29,0.379310345,2016,0,"NO"
"1737","Lou Williams",15.34328358,2.492537313,2.52238806,14,67,0.208955224,2016,0,"NO"
"1738","Luc Mbah a Moute",3.08,0.4,2.28,49,75,0.653333333,2016,0,"NO"
"1739","Lucas Nogueira",2.24137931,0.24137931,1.586206897,17,29,0.586206897,2016,0,"NO"
"1740","Luis Montero",1.166666667,0.083333333,0.333333333,6,12,0.5,2016,0,"NO"
"1741","Luis Scola",8.736842105,0.868421053,4.736842105,50,76,0.657894737,2016,0,"NO"
"1742","Luke Babbitt",6.957446809,1.127659574,3.14893617,16,47,0.340425532,2016,0,"NO"
"1743","Luol Deng",12.31081081,1.891891892,5.986486486,45,74,0.608108108,2016,0,"NO"
"1744","Manu Ginobili",9.568965517,3.051724138,2.517241379,47,58,0.810344828,2016,0,"NO"
"1745","Marc Gasol",16.55769231,3.769230769,6.961538462,30,52,0.576923077,2016,0,"NO"
"1746","Marcelo Huertas",4.471698113,3.433962264,1.698113208,8,53,0.150943396,2016,0,"NO"
"1747","Marcin Gortat",13.49333333,1.413333333,9.88,35,75,0.466666667,2016,0,"NO"
"1748","Marco Belinelli",10.23529412,1.867647059,1.720588235,27,68,0.397058824,2016,0,"NO"
"1749","Marcus Morris Sr.",14.1375,2.5125,5.05,42,80,0.525,2016,0,"NO"
"1750","Marcus Smart",9.147540984,3.032786885,4.180327869,36,61,0.590163934,2016,0,"NO"
"1751","Marcus Thornton",9.672131148,1.37704918,2.459016393,32,61,0.524590164,2016,0,"NO"
"1752","Mario Chalmers",10.29508197,3.770491803,2.573770492,38,61,0.62295082,2016,0,"NO"
"1753","Mario Hezonja",6.050632911,1.379746835,2.227848101,33,79,0.417721519,2016,0,"NO"
"1754","Markel Brown",5.85483871,1.467741935,1.967741935,12,62,0.193548387,2016,0,"NO"
"1755","Markieff Morris",11.953125,1.9375,5.5,22,64,0.34375,2016,0,"NO"
"1756","Marreese Speights",7.111111111,0.847222222,3.319444444,64,72,0.888888889,2016,0,"NO"
"1757","Marvin Williams",11.7037037,1.358024691,6.432098765,47,81,0.580246914,2016,0,"NO"
"1758","Mason Plumlee",9.134146341,2.756097561,7.658536585,44,82,0.536585366,2016,0,"NO"
"1759","Matt Barnes",9.973684211,2.144736842,5.526315789,38,76,0.5,2016,0,"NO"
"1760","Matt Bonner",2.533333333,0.3,0.9,25,30,0.833333333,2016,0,"NO"
"1761","Matthew Dellavedova",7.486842105,4.434210526,2.131578947,54,76,0.710526316,2016,0,"NO"
"1762","Maurice Harkless",6.384615385,0.858974359,3.58974359,40,78,0.512820513,2016,0,"NO"
"1763","Metta World Peace",5.028571429,0.771428571,2.542857143,6,35,0.171428571,2016,0,"NO"
"1764","Meyers Leonard",8.37704918,1.508196721,5.147540984,33,61,0.540983607,2016,0,"NO"
"1765","Michael Beasley",12.75,0.8,4.9,10,20,0.5,2016,0,"NO"
"1766","Michael Carter-Williams",11.53703704,5.203703704,5.111111111,21,54,0.388888889,2016,0,"NO"
"1767","Michael Kidd-Gilchrist",12.71428571,1.285714286,6.428571429,5,7,0.714285714,2016,0,"NO"
"1768","Mike Conley",15.30357143,6.107142857,2.928571429,33,56,0.589285714,2016,0,"NO"
"1769","Mike Dunleavy",7.161290323,1.258064516,2.677419355,13,31,0.419354839,2016,0,"NO"
"1770","Mike Miller",1.340425532,0.85106383,1.127659574,21,47,0.446808511,2016,0,"NO"
"1771","Mike Muscala",3.25,0.566666667,1.95,34,60,0.566666667,2016,0,"NO"
"1772","Mike Scott",6.186666667,1.04,2.746666667,46,75,0.613333333,2016,0,"NO"
"1773","Miles Plumlee",5.147540984,0.262295082,3.803278689,23,61,0.37704918,2016,0,"NO"
"1774","Mirza Teletovic",12.21518987,1.126582278,3.82278481,23,79,0.291139241,2016,0,"NO"
"1775","Mitch McGary",1.3,0.15,0.9,17,20,0.85,2016,0,"NO"
"1776","Mo Williams",8.243902439,2.390243902,1.756097561,27,41,0.658536585,2016,0,"NO"
"1777","Monta Ellis",13.83950617,4.728395062,3.345679012,44,81,0.543209877,2016,0,"NO"
"1778","Montrezl Harrell",3.58974359,0.435897436,1.666666667,17,39,0.435897436,2016,0,"NO"
"1779","Myles Turner",10.31666667,0.683333333,5.533333333,32,60,0.533333333,2016,0,"NO"
"1780","Nate Robinson",0,2,0,0,2,0,2016,0,"NO"
"1781","Nazr Mohammed",1.6,0,0.8,5,5,1,2016,0,"NO"
"1782","Nemanja Bjelica",5.133333333,1.366666667,3.5,20,60,0.333333333,2016,0,"NO"
"1783","Nene",9.210526316,1.701754386,4.543859649,28,57,0.49122807,2016,0,"NO"
"1784","Nerlens Noel",11.14925373,1.820895522,8.089552239,10,67,0.149253731,2016,0,"NO"
"1785","Nick Collison",2.084745763,0.881355932,2.898305085,39,59,0.661016949,2016,0,"NO"
"1786","Nick Young",7.259259259,0.62962963,1.796296296,13,54,0.240740741,2016,0,"NO"
"1787","Nicolas Batum",14.94285714,5.757142857,6.114285714,41,70,0.585714286,2016,0,"NO"
"1788","Nik Stauskas",8.452054795,1.890410959,2.506849315,8,73,0.109589041,2016,0,"NO"
"1789","Nikola Jokic",9.95,2.3625,7,31,80,0.3875,2016,0,"NO"
"1790","Nikola Mirotic",11.77272727,1.515151515,5.484848485,37,66,0.560606061,2016,0,"NO"
"1791","Nikola Pekovic",4.5,0.916666667,1.75,2,12,0.166666667,2016,0,"NO"
"1792","Nikola Vucevic",18.16923077,2.753846154,8.861538462,28,65,0.430769231,2016,0,"NO"
"1793","Noah Vonleh",3.628205128,0.384615385,3.91025641,41,78,0.525641026,2016,0,"NO"
"1794","Norman Powell",5.571428571,0.959183673,2.265306122,32,49,0.653061224,2016,0,"NO"
"1795","Norris Cole",10.6,3.711111111,3.355555556,20,45,0.444444444,2016,0,"NO"
"1796","O.J. Mayo",7.829268293,2.87804878,2.56097561,17,41,0.414634146,2016,0,"NO"
"1797","Omer Asik",3.955882353,0.382352941,6.088235294,29,68,0.426470588,2016,0,"NO"
"1798","Omri Casspi",11.7826087,1.376811594,5.942028986,27,69,0.391304348,2016,0,"NO"
"1799","Orlando Johnson",3.714285714,0.285714286,2.142857143,1,7,0.142857143,2016,0,"NO"
"1800","Otto Porter Jr.",11.61333333,1.6,5.213333333,36,75,0.48,2016,0,"NO"
"1801","P.J. Tucker",7.951219512,2.158536585,6.243902439,23,82,0.280487805,2016,0,"NO"
"1802","Pablo Prigioni",2.457627119,2.203389831,1.93220339,37,59,0.627118644,2016,0,"NO"
"1803","Pat Connaughton",1.058823529,0.294117647,0.941176471,17,34,0.5,2016,0,"NO"
"1804","Patrick Beverley",9.85915493,3.366197183,3.521126761,35,71,0.492957746,2016,0,"NO"
"1805","Patrick Patterson",6.873417722,1.189873418,4.329113924,54,79,0.683544304,2016,0,"NO"
"1806","Patty Mills",8.518518519,2.790123457,1.950617284,66,81,0.814814815,2016,0,"NO"
"1807","Pau Gasol",16.48611111,4.083333333,11.01388889,36,72,0.5,2016,0,"NO"
"1808","Paul George",23.13580247,4.061728395,6.950617284,44,81,0.543209877,2016,0,"NO"
"1809","Paul Millsap",17.09876543,3.271604938,9.037037037,48,81,0.592592593,2016,0,"NO"
"1810","Paul Pierce",6.132352941,1.044117647,2.735294118,44,68,0.647058824,2016,0,"NO"
"1811","Phil Pressey",3.347826087,3.260869565,1.347826087,3,23,0.130434783,2016,0,"NO"
"1812","PJ Hairston",6.212121212,0.575757576,2.636363636,31,66,0.46969697,2016,0,"NO"
"1813","Quincy Acy",5.203389831,0.457627119,3.186440678,21,59,0.355932203,2016,0,"NO"
"1814","Rajon Rondo",11.93055556,11.65277778,6.041666667,29,72,0.402777778,2016,0,"NO"
"1815","Rakeem Christmas",4,0,1,1,1,1,2016,0,"NO"
"1816","Ramon Sessions",9.87804878,2.914634146,2.475609756,41,82,0.5,2016,0,"NO"
"1817","Randy Foye",5.851851852,1.987654321,1.925925926,37,81,0.456790123,2016,0,"NO"
"1818","Rashad Vaughn",3.1,0.557142857,1.257142857,30,70,0.428571429,2016,0,"NO"
"1819","Rasual Butler",2.695652174,0.52173913,1.217391304,41,46,0.891304348,2016,0,"NO"
"1820","Raul Neto",5.87654321,2.148148148,1.481481481,40,81,0.49382716,2016,0,"NO"
"1821","Ray McCallum",3.341463415,1.463414634,1.146341463,30,41,0.731707317,2016,0,"NO"
"1822","Raymond Felton",9.5375,3.55,3.225,40,80,0.5,2016,0,"NO"
"1823","Reggie Bullock",3.297297297,0.72972973,1.837837838,22,37,0.594594595,2016,0,"NO"
"1824","Reggie Jackson",18.84810127,6.227848101,3.202531646,43,79,0.544303797,2016,0,"NO"
"1825","Richard Jefferson",5.540540541,0.797297297,1.72972973,51,74,0.689189189,2016,0,"NO"
"1826","Richaun Holmes",5.62745098,0.647058824,2.647058824,7,51,0.137254902,2016,0,"NO"
"1827","Ricky Rubio",10.07894737,8.657894737,4.289473684,28,76,0.368421053,2016,0,"NO"
"1828","RJ Hunter",2.694444444,0.361111111,1.027777778,21,36,0.583333333,2016,0,"NO"
"1829","Robert Covington",12.80597015,1.447761194,6.253731343,10,67,0.149253731,2016,0,"NO"
"1830","Robert Sacre",3.48,0.56,2.88,2,25,0.08,2016,0,"NO"
"1831","Robin Lopez",10.26829268,1.390243902,7.341463415,32,82,0.390243902,2016,0,"NO"
"1832","Rodney Hood",14.5443038,2.696202532,3.379746835,39,79,0.493670886,2016,0,"NO"
"1833","Rodney Stuckey",8.913793103,2.448275862,2.689655172,33,58,0.568965517,2016,0,"NO"
"1834","Rondae Hollis-Jefferson",5.75862069,1.482758621,5.310344828,7,29,0.24137931,2016,0,"NO"
"1835","Ronnie Price",5.338709677,2.370967742,1.596774194,20,62,0.322580645,2016,0,"NO"
"1836","Roy Hibbert",5.938271605,1.172839506,4.913580247,17,81,0.209876543,2016,0,"NO"
"1837","Rudy Gay",17.2,1.714285714,6.514285714,29,70,0.414285714,2016,0,"NO"
"1838","Rudy Gobert",9.131147541,1.491803279,10.95081967,33,61,0.540983607,2016,0,"NO"
"1839","Russ Smith",1.533333333,0.733333333,0.6,6,15,0.4,2016,0,"NO"
"1840","Russell Westbrook",23.475,10.425,7.825,55,80,0.6875,2016,0,"NO"
"1841","Ryan Anderson",17.03030303,1.106060606,6,24,66,0.363636364,2016,0,"NO"
"1842","Ryan Hollins",3.351351351,0.27027027,2.648648649,18,37,0.486486486,2016,0,"NO"
"1843","Ryan Kelly",4.222222222,0.555555556,3.361111111,3,36,0.083333333,2016,0,"NO"
"1844","Salah Mejri",3.676470588,0.294117647,3.617647059,16,34,0.470588235,2016,0,"NO"
"1845","Sam Dekker",0,0,0.333333333,1,3,0.333333333,2016,0,"NO"
"1846","Sasha Kaun",0.92,0.12,1.04,18,25,0.72,2016,0,"NO"
"1847","Sasha Vujacic",4.852459016,1.37704918,2.442622951,22,61,0.360655738,2016,0,"NO"
"1848","Sean Kilpatrick",11.12903226,0.935483871,1.806451613,7,31,0.225806452,2016,0,"NO"
"1849","Serge Ibaka",12.6025641,0.846153846,6.833333333,54,78,0.692307692,2016,0,"NO"
"1850","Sergey Karasev",2.425,0.875,1.45,9,40,0.225,2016,0,"NO"
"1851","Seth Curry",6.795454545,1.522727273,1.363636364,17,44,0.386363636,2016,0,"NO"
"1852","Shabazz Muhammad",10.52439024,0.634146341,3.256097561,29,82,0.353658537,2016,0,"NO"
"1853","Shabazz Napier",3.690909091,1.763636364,1,23,55,0.418181818,2016,0,"NO"
"1854","Shane Larkin",7.256410256,4.384615385,2.307692308,20,78,0.256410256,2016,0,"NO"
"1855","Shaun Livingston",6.256410256,3.038461538,2.166666667,69,78,0.884615385,2016,0,"NO"
"1856","Shayne Whittington",1.571428571,0.428571429,1.714285714,4,7,0.571428571,2016,0,"NO"
"1857","Shelvin Mack",8.615384615,3.596153846,2.461538462,27,52,0.519230769,2016,0,"NO"
"1858","Solomon Hill",4.169491525,0.966101695,2.813559322,31,59,0.525423729,2016,0,"NO"
"1859","Sonny Weems",2.488372093,1.139534884,1.23255814,6,43,0.139534884,2016,0,"NO"
"1860","Spencer Dinwiddie",4.833333333,1.833333333,1.416666667,5,12,0.416666667,2016,0,"NO"
"1861","Spencer Hawes",5.964912281,1.912280702,4.280701754,30,57,0.526315789,2016,0,"NO"
"1862","Stanley Johnson",8.123287671,1.616438356,4.191780822,37,73,0.506849315,2016,0,"NO"
"1863","Stephen Curry",30.06329114,6.670886076,5.443037975,71,79,0.898734177,2016,1,"YES"
"1864","Steve Blake",4.379310345,3.448275862,1.534482759,34,58,0.586206897,2016,0,"NO"
"1865","Steve Novak",2.4,0,0.5,8,10,0.8,2016,0,"NO"
"1866","Steven Adams",7.95,0.775,6.6625,54,80,0.675,2016,0,"NO"
"1867","T.J. McConnell",6.086419753,4.530864198,3.086419753,10,81,0.12345679,2016,0,"NO"
"1868","T.J. Warren",10.95744681,0.936170213,3.127659574,14,47,0.29787234,2016,0,"NO"
"1869","Taj Gibson",8.589041096,1.452054795,6.904109589,37,73,0.506849315,2016,0,"NO"
"1870","Tarik Black",3.41025641,0.41025641,4.025641026,6,39,0.153846154,2016,0,"NO"
"1871","Tayshaun Prince",2.87012987,0.961038961,1.909090909,27,77,0.350649351,2016,0,"NO"
"1872","Terrence Jones",8.68,0.82,4.22,24,50,0.48,2016,0,"NO"
"1873","Terrence Ross",9.863013699,0.767123288,2.534246575,53,73,0.726027397,2016,0,"NO"
"1874","Terry Rozier",1.846153846,0.948717949,1.615384615,24,39,0.615384615,2016,0,"NO"
"1875","Thabo Sefolosha",6.4,1.426666667,4.453333333,42,75,0.56,2016,0,"NO"
"1876","Thaddeus Young",15.09589041,1.863013699,9.04109589,21,73,0.287671233,2016,0,"NO"
"1877","Thanasis Antetokounmpo",3,0,0.5,1,2,0.5,2016,0,"NO"
"1878","Thomas Robinson",4.323943662,0.647887324,5.056338028,16,71,0.225352113,2016,0,"NO"
"1879","Tiago Splitter",5.583333333,0.833333333,3.333333333,21,36,0.583333333,2016,0,"NO"
"1880","Tibor Pleiss",2,0.166666667,1.25,7,12,0.583333333,2016,0,"NO"
"1881","Tim Duncan",8.557377049,2.672131148,7.327868852,50,61,0.819672131,2016,0,"NO"
"1882","Tim Frazier",5.117647059,3.176470588,2.156862745,25,51,0.490196078,2016,0,"NO"
"1883","Tim Hardaway Jr.",6.392156863,1,1.68627451,29,51,0.568627451,2016,0,"NO"
"1884","Timofey Mozgov",6.25,0.434210526,4.434210526,52,76,0.684210526,2016,0,"NO"
"1885","Tobias Harris",14.68421053,2.223684211,6.710526316,37,76,0.486842105,2016,0,"NO"
"1886","Toney Douglas",8.704918033,2.573770492,2.344262295,22,61,0.360655738,2016,0,"NO"
"1887","Tony Allen",8.359375,1.09375,4.625,34,64,0.53125,2016,0,"NO"
"1888","Tony Parker",11.90277778,5.263888889,2.444444444,59,72,0.819444444,2016,0,"NO"
"1889","Tony Snell",5.28125,0.984375,3.109375,33,64,0.515625,2016,0,"NO"
"1890","Tony Wroten",8.375,2.5,2.625,0,8,0,2016,0,"NO"
"1891","Trevor Ariza",12.65432099,2.320987654,4.518518519,40,81,0.49382716,2016,0,"NO"
"1892","Trevor Booker",5.860759494,1.050632911,5.721518987,39,79,0.493670886,2016,0,"NO"
"1893","Trey Burke",10.609375,2.3125,1.75,31,64,0.484375,2016,0,"NO"
"1894","Trey Lyles",6.1,0.7375,3.7375,38,80,0.475,2016,0,"NO"
"1895","Tristan Thompson",7.841463415,0.756097561,9,57,82,0.695121951,2016,0,"NO"
"1896","Troy Daniels",5.627906977,0.488372093,1.325581395,25,43,0.581395349,2016,0,"NO"
"1897","Ty Lawson",5.651515152,3.590909091,1.818181818,31,66,0.46969697,2016,0,"NO"
"1898","Tyler Ennis",4.47826087,2.065217391,1.630434783,17,46,0.369565217,2016,0,"NO"
"1899","Tyler Hansbrough",2.363636364,0.181818182,2.022727273,28,44,0.636363636,2016,0,"NO"
"1900","Tyler Johnson",8.722222222,2.194444444,3.027777778,19,36,0.527777778,2016,0,"NO"
"1901","Tyler Zeller",6.066666667,0.483333333,2.966666667,38,60,0.633333333,2016,0,"NO"
"1902","Tyreke Evans",15.16,6.56,5.16,11,25,0.44,2016,0,"NO"
"1903","Tyson Chandler",7.151515152,0.96969697,8.727272727,18,66,0.272727273,2016,0,"NO"
"1904","Tyus Jones",4.216216216,2.918918919,1.27027027,13,37,0.351351351,2016,0,"NO"
"1905","Udonis Haslem",1.594594595,0.378378378,2.027027027,25,37,0.675675676,2016,0,"NO"
"1906","Victor Oladipo",16.01388889,3.916666667,4.791666667,32,72,0.444444444,2016,0,"NO"
"1907","Vince Carter",6.583333333,0.933333333,2.433333333,33,60,0.55,2016,0,"NO"
"1908","Wayne Ellington",7.710526316,1.092105263,2.289473684,18,76,0.236842105,2016,0,"NO"
"1909","Wesley Johnson",6.8625,0.6125,3.1,51,80,0.6375,2016,0,"NO"
"1910","Wesley Matthews",12.52564103,1.935897436,3.051282051,40,78,0.512820513,2016,0,"NO"
"1911","Will Barton",14.36585366,2.475609756,5.804878049,33,82,0.402439024,2016,0,"NO"
"1912","Willie Cauley-Stein",7.015151515,0.560606061,5.333333333,26,66,0.393939394,2016,0,"NO"
"1913","Willie Reed",4.666666667,0.256410256,3.128205128,8,39,0.205128205,2016,0,"NO"
"1914","Xavier Munford",5.714285714,1.571428571,2.214285714,3,14,0.214285714,2016,0,"NO"
