,player_name,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,pts,ast,reb,wins,total_games,win_pct,year
147,Vernon Carey Jr.,2022,RS,WAS,58,27,-2.4226092060029485,3.822960687440587,1.4003514814376379,-13.16540058384092,-8.680263850109839,-21.845664433950763,-4.775935315256195,1.508262985229509,-3.267672330026686,-0.0071687075021597,-0.0071687075021597,0.0,-5.0423881981658765,0.8424551145638897,-4.199933083601985,0.5267761871061374,0.0,0.0,0.0,0.0,1.0,0.0,2023.0
149,Jevon Carter,2022,RS,BRK,1150,552,-3.215740390729473,-1.75032123618912,-4.966061626918593,-4.906512036864254,2.357541582399658,-2.5489704544645955,-3.7834937409493814,-0.978266173548302,-4.761759914497683,-0.564463168205351,-0.564463168205351,0.0,-2.4357125543515656,-1.95172874667499,-4.387441301026556,-0.3723514369165691,8.09090909090909,2.81818181818182,2.45454545454545,10.0,11.0,0.9090909090909091,2023.0
150,Jevon Carter,2022,RS,MIL,770,353,1.741598073804501,-2.308333835151733,-0.5667357613472324,1.3733341965688661,-4.510857975673859,-3.1375237791049932,1.747897714092381,-2.9314700213226277,-1.183572307230247,0.2803412244823851,0.2803412244823851,0.0,1.041708761077432,-2.73284839844734,-1.6911396373699081,-0.6286076476994162,8.09090909090909,2.81818181818182,2.45454545454545,10.0,11.0,0.9090909090909091,2023.0
151,Wendell Carter Jr.,2022,RS,ORL,3873,1852,-0.9008163217814078,0.833303510050481,-0.0675128117309268,0.7117278828730647,3.420322953691004,4.132050836564068,-0.5152737987377258,1.4423308819248402,0.927057083187114,3.488158075628102,3.488158075628102,0.0,-1.3882517596879658,1.310519807936767,-0.0777319517511994,0.395535024655006,15.666666666666698,2.9166666666666696,9.41666666666667,3.0,12.0,0.25,2023.0
153,Alex Caruso,2022,RS,CHI,2377,1147,0.7420965591295003,4.074992608425122,4.817089167554622,-1.419551157392559,6.164512981150156,4.744961823757596,0.33603605653318896,4.786580793097611,5.1226168496308,4.618216267594281,4.618216267594281,0.0,0.6776755941418315,4.9638943118074055,5.641569905949236,0.2423661491600867,4.692307692307691,3.92307692307692,3.5384615384615397,6.0,13.0,0.46153846153846206,2023.0
157,Justin Champagnie,2022,RS,TOR,581,281,0.2697946680197976,-1.1576293808673273,-0.8878347128475295,4.112112037600435,1.191864465980521,5.303976503580955,1.0544433065039471,-0.7665912550482685,0.2878520514556786,0.4336698559630868,0.4336698559630868,0.0,0.4621062361454574,-0.7906276674145402,-0.3285214312690827,-0.4260377195544037,3.0,0.0,1.5,1.0,2.0,0.5,2023.0
160,Josh Christopher,2022,RS,HOU,2851,1334,-1.378750009305836,-2.471854276726586,-3.8506042860324214,-1.0416356561342908,-3.3603034655686117,-4.401939121702903,-1.326704847487153,-2.724527744008287,-4.05123259149544,-0.8892844734129102,-0.8892844734129102,0.0,-1.7199851042199858,-3.1255408828573863,-4.845525987077372,0.4129080445240138,3.0,0.625,1.625,1.0,8.0,0.125,2023.0
164,Brandon Clarke,2022,RS,MEM,2716,1246,1.711806282761491,0.8263687754142996,2.5381750581757907,0.7859389849349838,3.101536477119089,3.887475462054073,1.580535803839311,1.305093163052694,2.8856289668920048,3.584915182984088,3.584915182984088,0.0,1.398763393930984,0.9451852320384464,2.34394862596943,0.0640331945959781,9.66666666666667,1.33333333333333,4.0,8.0,12.0,0.666666666666667,2023.0
167,Jordan Clarkson,2022,RS,UTA,4384,2141,2.537103904732942,-0.8474005471858777,1.689703357547064,1.7818920850607032,2.465763288003095,4.2476553730637985,2.4451020098166993,-0.2424215911535084,2.2026804186631908,5.381616576822307,5.381616576822307,0.0,2.7423425750783808,-0.2356882136753677,2.506654361403013,-0.524699465938814,18.615384615384603,5.153846153846151,4.53846153846154,10.0,13.0,0.7692307692307689,2023.0
169,Nic Claxton,2022,RS,BRK,2042,974,-1.656446312075679,0.8874545899787081,-0.7689917220969713,-1.7449329923861683,0.5593188221584184,-1.1856141702277498,-1.800319069084348,0.8824071982456433,-0.9179118708387044,0.905193838022008,0.905193838022008,0.0,-1.8631125464773648,-0.0658799838891187,-1.9289925303664843,-0.5749667496415962,12.166666666666698,1.25,9.0,5.0,12.0,0.4166666666666671,2023.0
170,Amir Coffey,2022,RS,LAC,3265,1567,0.2060249822363565,-0.5837616261116167,-0.3777366438752602,0.3181793510231024,-1.6492435095575941,-1.331064158534492,0.2640000984713636,-0.8756104162968903,-0.6116103178255268,1.7061798341115422,1.7061798341115422,0.0,-0.7640748982507903,-1.109829601282871,-1.8739044995336611,-0.2004740146879898,2.4,0.5,0.8,5.0,10.0,0.5,2023.0
173,John Collins,2022,RS,ATL,3420,1663,0.9626385756897182,0.5936690869106989,1.556307662600417,-0.5931435574474924,1.229999907102098,0.6368563496546058,0.6444551099798617,0.8042741944930968,1.448729304472959,3.5473050345755452,3.5473050345755452,0.0,1.4763292523184262,0.7122742452004202,2.188603497518846,-0.4255532019851839,13.090909090909099,1.09090909090909,8.45454545454546,7.0,11.0,0.6363636363636359,2023.0
174,Zach Collins,2022,RS,SAS,1089,502,-3.376229438042795,-0.1390304552103629,-3.5152598932531585,-1.800508360012725,0.2185618187556429,-1.581946541257082,-3.2587129119527614,-0.0460396523330648,-3.304752564285826,-0.1434827915308558,-0.1434827915308558,0.0,-3.685307335693707,0.2420126572303233,-3.443294678463384,0.9849022147968716,8.33333333333333,2.77777777777778,4.66666666666667,5.0,9.0,0.555555555555556,2023.0
176,Mike Conley,2022,RS,UTA,4272,2058,3.152376788776915,0.9019275283600692,4.0543043171369835,-0.2931528463523129,3.5455069269096184,3.2523540805573066,2.5629120436099084,1.4810487303052509,4.043960773915159,7.086848195415414,7.086848195415414,0.0,2.4356155327710094,1.7885488734086252,4.224164406179633,-0.6554177210531574,12.083333333333302,8.0,2.3333333333333304,9.0,12.0,0.75,2023.0
185,Robert Covington,2022,RS,LAC,1064,509,2.451631395677603,1.954907796840575,4.406539192518179,4.543681316865794,1.7021955931349162,6.24587691000071,3.05655141936179,2.007603571335251,5.06415499069704,2.040430630563892,2.040430630563892,0.0,2.937969081647428,2.9151500991848533,5.853119180832282,0.5499004566625841,4.142857142857141,1.14285714285714,3.28571428571429,3.0,7.0,0.42857142857142894,2023.0
186,Robert Covington,2022,RS,POR,2966,1431,-2.317910645247649,2.854743042651243,0.536832397403594,-0.5787709809419661,1.757177353727636,1.17840637278567,-2.086582860679483,2.8683603240777034,0.7817774633982206,2.588252786695485,2.588252786695485,0.0,-0.9566918272606888,2.8057842571332214,1.849092429872533,0.3767934744893612,4.142857142857141,1.14285714285714,3.28571428571429,3.0,7.0,0.42857142857142894,2023.0
188,Torrey Craig,2022,RS,IND,2144,1034,-2.064258997787686,0.8158450175356621,-1.2484139802520242,-3.1950404174194884,-2.147464643041045,-5.342505060460534,-2.4199706796656346,0.3025048244952678,-2.117465855170367,0.3322567236744027,0.3322567236744027,0.0,-2.3944659254171983,-0.4478812783463093,-2.842347203763508,-0.4299426527135161,5.454545454545451,1.3636363636363602,3.81818181818182,8.0,11.0,0.7272727272727271,2023.0
189,Torrey Craig,2022,RS,PHO,1193,562,-1.7859631327451593,0.0771012835730651,-1.708861849172094,-2.4670859665563607,0.2510749254822316,-2.216011041074129,-2.0610137535809643,0.0513592770301316,-2.009654476550833,0.2130408163286107,0.2130408163286107,0.0,-2.162495843852126,0.6181721362948587,-1.544323707557267,0.35791672132013,5.454545454545451,1.3636363636363602,3.81818181818182,8.0,11.0,0.7272727272727271,2023.0
193,Jarrett Culver,2022,RS,MEM,727,338,-2.093182628151209,-0.0786614226221763,-2.171844050773386,-3.445797661093636,0.3299323967973974,-3.1158652642962386,-2.5632797186227783,-0.0546126223545422,-2.6178923409773196,0.0228471806338091,0.0228471806338091,0.0,-1.824182574023069,0.651619178284361,-1.172563395738708,0.2876603689036263,1.0,0.0,1.0,1.0,1.0,1.0,2023.0
195,Cade Cunningham,2022,RS,DET,4294,2088,-2.122695605155922,-0.2939766105275549,-2.416672215683477,2.095613997614759,-1.0331450889834979,1.06246890863126,-1.24442639428296,-0.4321275333573881,-1.676553927640348,1.151160650886816,1.151160650886816,0.0,-1.189386362555055,0.1584115684810606,-1.030974794073994,0.6664697521461906,19.9166666666667,6.0,6.16666666666667,3.0,12.0,0.25,2023.0
197,Seth Curry,2022,RS,BRK,1176,569,3.170049672371763,-0.5832138544619783,2.586835817909785,2.9215666121809334,0.0561657164119652,2.9777323285928987,3.287861488469649,-0.468420504899026,2.819440983570623,1.613077872704581,1.613077872704581,0.0,3.424485608986292,-0.1447061131173344,3.2797794958689583,-0.232066245523717,6.75,2.0,1.25,2.0,4.0,0.5,2023.0
198,Seth Curry,2022,RS,PHI,3136,1566,0.4313235240174902,-1.129923648145915,-0.6986001241284245,-0.2467259189831285,-0.4753687345028911,-0.7220946534860195,0.29465228405441696,-1.071622244514762,-0.776969960460345,1.5669441890768032,1.5669441890768032,0.0,0.2595633660043321,-0.3295666666084817,-0.0700033006041496,-0.5997347076970331,6.75,2.0,1.25,2.0,4.0,0.5,2023.0
200,Stephen Curry,2022,RS,GSW,4644,2211,5.533351112095879,-0.3510269996345695,5.182324112461309,4.488008913688481,3.856012410446133,8.344021324134616,5.6347164786913035,0.4604989581220914,6.095215436813397,10.14847900700914,10.14847900700914,0.0,6.114788142086973,0.9824178926160679,7.097206034703041,1.7099767941217818,32.6,6.9,7.1,4.0,10.0,0.4,2023.0
201,Anthony Davis,2022,RS,LAL,2977,1404,0.5001047240753499,2.607800727084069,3.107905451159419,-3.7733970925006552,2.640485744578855,-1.1329113479218,-0.3353375197857075,2.790039870832506,2.454702351046799,3.7347075364819986,3.7347075364819986,0.0,0.2057919007876068,2.350891137588327,2.556683038375934,0.1735718824819725,23.0,2.5,10.2,2.0,10.0,0.2,2023.0
203,Terence Davis,2022,RS,SAC,1148,536,1.1708054845953821,-0.3257837656928352,0.8450217189025467,4.455896468137762,2.433692469507606,6.889588937645368,1.956561068357797,0.2804706123576352,2.2370316807154316,1.3794273398728312,1.3794273398728312,0.0,1.7151500657428216,-0.41439105799948606,1.300759007743336,1.146672392036957,5.888888888888889,1.22222222222222,2.3333333333333304,3.0,9.0,0.33333333333333304,2023.0
206,Dewayne Dedmon,2022,RS,MIA,2182,1065,-2.4732302669810284,1.2475635121288808,-1.225666754852148,-0.8899255180799732,-0.0359244706608355,-0.9258499887408088,-2.323483698614262,0.9914704458741804,-1.332013252740082,0.7683580016208409,0.7683580016208409,0.0,-2.353995517362783,0.6055400825044579,-1.7484554348583248,-0.2756188429215807,5.55555555555556,0.666666666666667,3.44444444444444,4.0,9.0,0.444444444444444,2023.0
210,DeMar DeRozan,2022,RS,CHI,5717,2743,3.631171202494208,-2.4999243807740767,1.1312468217201308,3.8905922159025095,-0.2101024248883001,3.68048979101421,3.858061680933683,-2.162172743209101,1.6958889377245816,6.212025740093527,6.212025740093527,0.0,2.9130782961614847,-2.039010521935874,0.8740677742256109,-0.1591303038215212,24.461538461538503,4.23076923076923,4.07692307692308,6.0,13.0,0.46153846153846206,2023.0
211,Mamadi Diakite,2022,RS,OKC,380,188,-4.729799243315447,1.120420456719542,-3.609378786595903,-4.369183290133899,4.296398057158682,-0.0727852329752166,-4.876959365256533,1.8862429474052733,-2.9907164178512584,-0.0229680683361299,-0.0229680683361299,0.0,-5.6905452949791995,1.9677624574990618,-3.722782837480138,-0.5235242879342652,1.0,0.0,1.0,2.0,2.0,1.0,2023.0
213,Hamidou Diallo,2022,RS,DET,2662,1269,-0.5335851962954473,1.142270813148021,0.6086856168525737,-2.484763184896761,1.3151857058622298,-1.1695774790345301,-0.8804647749511488,1.289832737384845,0.4093679624336958,2.05395584376103,2.05395584376103,0.0,-1.185175747001275,1.9242152586906685,0.7390395116893933,0.4127515242753664,5.08333333333333,0.666666666666667,3.1666666666666696,3.0,12.0,0.25,2023.0
215,Gorgui Dieng,2022,RS,ATL,775,371,-0.5886728768726869,1.859535247832879,1.2708623709601927,-6.376636781435669,-0.6932812673185044,-7.069918048754173,-1.882542996706024,1.495350045458283,-0.38719295124774106,0.4480461393768116,0.4480461393768116,0.0,-0.9730046950150696,1.142480847365066,0.16947615234999697,0.1797953692503961,3.5,1.8333333333333302,2.0,2.0,6.0,0.33333333333333304,2023.0
217,Spencer Dinwiddie,2022,RS,DAL,1315,650,4.389595495848968,0.7687995026504694,5.158394998499436,1.5952042709598528,-0.0314953040376438,1.563708966922209,4.05803958905816,0.6212160688199658,4.679255657878126,2.455369386508839,2.455369386508839,0.0,2.8693170820164315,0.8670475938434103,3.736364675859842,-0.3407350743396608,16.9,4.4,3.1,6.0,10.0,0.6,2023.0
218,Spencer Dinwiddie,2022,RS,WAS,2739,1330,1.470308063270924,-1.40581962259301,0.0644884406779145,-2.768554629485152,2.320171003955003,-0.4483836255301488,0.6987999212573789,-0.6847031590428948,0.0140967622144841,1.8541844076465532,1.8541844076465532,0.0,0.8395407492014247,-0.6773652252667424,0.1621755239346824,-1.1429963132787648,16.9,4.4,3.1,6.0,10.0,0.6,2023.0
219,Donte DiVincenzo,2022,RS,MIL,736,341,-3.4892194706707436,-0.9152015022972909,-4.404420972968035,-5.3908448949426235,-0.7894795769791937,-6.180324471921816,-4.145497658950331,-0.9715206761824962,-5.117018335132826,-0.415549270101191,-0.415549270101191,0.0,-3.088809018997998,-1.530574009146364,-4.619383028144362,0.9081352721112304,5.0,1.0,0.666666666666667,2.0,3.0,0.666666666666667,2023.0
220,Donte DiVincenzo,2022,RS,SAC,1418,665,-0.7446588827397236,2.2758203591102366,1.531161476370513,-1.0134523825903459,1.6177287773634452,0.6042763947730991,-0.8192018330311899,2.3336750808776983,1.514473247846508,1.460088067838031,1.460088067838031,0.0,-0.1383040408713307,1.849513192813691,1.71120915194236,0.9140580671517444,5.0,1.0,0.666666666666667,2.0,3.0,0.666666666666667,2023.0
222,Luka Doncic,2022,RS,DAL,4611,2301,6.358754320240219,0.5835582082018278,6.942312528442048,1.3755606593713272,-2.0394421716579743,-0.6638815122866473,5.6836028935157845,0.0419840120321728,5.725586905547957,10.090224697638892,10.090224697638892,0.0,5.838384036180986,0.4258396959868834,6.264223732167869,1.408452743517564,34.8,8.1,8.2,6.0,10.0,0.6,2023.0
223,Luguentz Dort,2022,RS,OKC,3495,1665,-0.9297668972691824,1.289361653586947,0.3595947563177649,-3.5081507989051115,0.3693485304920432,-3.138802268413067,-1.3973559633910893,1.18636966808027,-0.2109862953108181,2.174036368856353,2.174036368856353,0.0,-2.123741701950795,1.1773168115087842,-0.9464248904420104,0.796897858135855,12.6363636363636,2.6363636363636402,4.18181818181818,4.0,11.0,0.36363636363636404,2023.0
225,Ayo Dosunmu,2022,RS,CHI,4409,2110,-1.052325589113872,-1.792706260588806,-2.8450318497026768,-2.8872882357580685,-2.443069138883644,-5.3303573746417126,-1.4970792195754807,-2.017364377062811,-3.514443596638292,-0.8230545423923719,-0.8230545423923719,0.0,-1.6132182783132443,-1.241426074554263,-2.8546443528675067,0.0138765987192746,12.083333333333302,3.1666666666666696,4.0,6.0,12.0,0.5,2023.0
234,Goran Dragic,2022,RS,BRK,870,408,-2.100761842165958,0.1535916743429749,-1.9471701678229834,2.8256051093825985,-1.83046214927246,0.9951429601101393,-1.235511899700805,-0.2451693295199934,-1.4806812292207991,0.264074477881089,0.264074477881089,0.0,-0.5090908576300794,-0.4276945059723301,-0.9367853636024096,-0.0563737409640425,10.0,3.38461538461538,1.92307692307692,6.0,13.0,0.46153846153846206,2023.0
235,Goran Dragic,2022,RS,TOR,193,90,0.4045386617281415,1.512667987475729,1.9172066492038708,-11.62670429824616,2.099677547688832,-9.527026750557322,-2.08889879933007,1.7143937727529932,-0.3745050265770771,0.108496639948574,0.108496639948574,0.0,-1.669876161279766,1.562431279666512,-0.1074448816132536,-0.5329718591173157,10.0,3.38461538461538,1.92307692307692,6.0,13.0,0.46153846153846206,2023.0
237,Andre Drummond,2022,RS,BRK,1121,535,1.1498342371358221,1.016556652136258,2.166390889272081,5.968467378058202,-4.380342272945296,1.5881251051129062,2.193920585408899,-0.0424561565539533,2.151464428854945,1.340141218887635,1.340141218887635,0.0,1.57237446280304,1.002910544611194,2.575285007414234,0.16834411415442802,8.0,0.857142857142857,9.428571428571429,3.0,7.0,0.42857142857142894,2023.0
238,Andre Drummond,2022,RS,PHI,1851,902,-1.9227224860134,3.918015057347433,1.9952925713340333,-0.8509998997882628,2.053102604306694,1.202102704518431,-1.840560136212498,3.742157301804587,1.901597165592089,2.1568922216855557,2.1568922216855557,0.0,-1.89751446291502,4.122346380777252,2.224831917862232,0.7579792711425658,8.0,0.857142857142857,9.428571428571429,3.0,7.0,0.42857142857142894,2023.0
239,Chris Duarte,2022,RS,IND,3188,1541,-0.4918835637743706,0.3672008103594672,-0.1246827534149034,-1.5991953022496883,2.845226471682848,1.24603116943316,-0.7640839204904369,0.9542038684870252,0.1901199479965884,2.3112612030398996,2.3112612030398996,0.0,0.0427423776915027,0.4799144509125468,0.5226568286040495,-0.0136105978907833,8.888888888888891,1.0,2.1111111111111103,4.0,9.0,0.444444444444444,2023.0
240,David Duke Jr.,2022,RS,BRK,714,341,-1.7391528292903102,-1.7674936397772731,-3.506646469067582,-0.5487131619921496,-0.8266988073606479,-1.375411969352798,-1.599431606964084,-1.6432541927654158,-3.2426857997294998,-0.0857822912508679,-0.0857822912508679,0.0,-1.741131602429671,-0.7771549920112057,-2.5182865944408768,0.0766532306291848,4.16666666666667,0.666666666666667,1.5,3.0,6.0,0.5,2023.0
243,Kevin Durant,2022,RS,BRK,4314,2047,5.009173775262214,-0.2628459263597664,4.746327848902449,3.820564081465974,4.024717959207684,7.845282040673657,5.02389274677338,0.6283748535040266,5.6522676002774075,8.916096905941089,8.916096905941089,0.0,5.410666234835769,-0.2618134513858592,5.148852783449908,1.606191041549563,30.8333333333333,5.33333333333333,6.5,5.0,12.0,0.4166666666666671,2023.0
246,Anthony Edwards,2022,RS,MIN,5198,2466,1.50887117037147,0.068019238127797,1.5768904084992668,1.9647866928469182,0.2701306420286609,2.234917334875579,1.6495394994488342,0.1160584178022347,1.765597917251069,5.6979303739778135,5.6979303739778135,0.0,2.280086742402045,0.5198532713626225,2.799940013764668,0.2924830687838366,21.25,3.75,5.5,5.0,12.0,0.4166666666666671,2023.0
249,Kessler Edwards,2022,RS,BRK,2071,987,-2.683471306328621,-1.296226142258218,-3.979697448586839,1.493347696675405,-3.7709053857284314,-2.277557689053026,-1.9939451592410082,-1.877898663613551,-3.871843822854559,-0.5657931484751241,-0.5657931484751241,0.0,-1.947692789472788,-1.576239121857231,-3.52393191133002,0.1538607633643477,0.75,0.5,0.5,1.0,4.0,0.25,2023.0
254,Joel Embiid,2022,RS,PHI,4640,2297,4.243889200905925,3.7520256592769186,7.995914860182843,3.067726568297648,3.00576090338207,6.073487471679718,4.220411603798246,3.7997344125802783,8.020146016378527,12.6957236187489,12.6957236187489,0.0,4.208803172914403,4.221775126169194,8.4305782990836,0.5852943579929634,28.0,3.5714285714285694,9.571428571428571,3.0,7.0,0.42857142857142894,2023.0
258,Drew Eubanks,2022,RS,POR,1349,650,-2.1632974217660093,-2.873838655937371,-5.03713607770338,-0.3384923392503013,-6.960160014951102,-7.298652354201403,-1.8600401211881,-3.8192368498915936,-5.679276971079693,-0.9673974386996544,-0.9673974386996544,0.0,-2.7448518194342117,-2.805391357771959,-5.5502431772061716,-0.4157555044411967,5.72727272727273,0.7272727272727271,3.0,8.0,11.0,0.7272727272727271,2023.0
259,Drew Eubanks,2022,RS,SAS,1264,595,-2.5269364326343893,0.9502458586585868,-1.5766905739758017,-5.0980532412384925,0.0068072736312502,-5.091245967607241,-3.2160209235109884,0.8413219714306921,-2.374698952080296,0.114312625166895,0.114312625166895,0.0,-2.40577408324762,0.1750856931352501,-2.230688390112369,0.3360599794861719,5.72727272727273,0.7272727272727271,3.0,8.0,11.0,0.7272727272727271,2023.0
262,Bruno Fernando,2022,RS,BOS,134,58,-2.420378473463892,0.7409211363854504,-1.679457337078442,-12.15114354471919,-7.490902837677193,-19.64204638239638,-4.6489393257581435,-1.0863930871776442,-5.735332412935787,-0.0886657252630222,-0.0886657252630222,0.0,-6.273689071998193,-2.68207787894423,-8.955766950942424,0.3678618462130032,5.5,4.5,6.5,0.0,2.0,0.0,2023.0
263,Bruno Fernando,2022,RS,HOU,202,94,-1.159618955845795,3.1825214465898233,2.0229024907440283,-4.302187320472669,3.8579745654923485,-0.4442127549803203,-1.7856970320596832,3.63459379701681,1.848896764957127,0.222368659558825,0.222368659558825,0.0,-2.195829051163218,1.202557302952858,-0.9932717482103596,0.8211649108718808,5.5,4.5,6.5,0.0,2.0,0.0,2023.0
265,Dorian Finney-Smith,2022,RS,DAL,5224,2644,-0.7190226502985148,0.9529291729840098,0.2339065226854951,5.1925832975955055,-2.2868256007554217,2.9057576968400842,0.4575154319646961,0.3009457296019961,0.7584611615666922,4.669524608034175,4.669524608034175,0.0,0.435453693735585,1.2955519382939942,1.731005632029579,-1.3370898683608272,8.9,0.7,3.8,6.0,10.0,0.6,2023.0
270,Malachi Flynn,2022,RS,TOR,1118,537,0.24596517176768698,0.4750882927255539,0.7210534644932409,-0.3815726957883591,-2.7648648951910957,-3.1464375909794535,0.1111973014931306,-0.1948167153893912,-0.0836194138962606,0.7248829965879648,0.7248829965879648,0.0,0.1145721459620129,-0.4804311114308599,-0.3658589654688469,-0.7727541839319871,4.16666666666667,0.666666666666667,0.666666666666667,3.0,6.0,0.5,2023.0
272,Bryn Forbes,2022,RS,DEN,1292,610,-0.07644589139486399,-5.157538471965722,-5.2339843633605865,0.8288008193265406,1.711104343069801,2.539905162396341,0.0647354806078096,-4.033889793180759,-3.969154312572949,-0.3802994792412364,-0.3802994792412364,0.0,-0.6237223860355621,-4.8254198890177,-5.449142275053261,0.2297831522085276,2.28571428571429,0.7142857142857142,0.7142857142857142,3.0,7.0,0.42857142857142894,2023.0
273,Bryn Forbes,2022,RS,SAS,1422,676,-0.161221405853908,-3.0899874182743967,-3.2512088241283035,-3.620090836624817,0.1958966176580739,-3.4241942189667416,-0.8941359102273055,-2.602031188235773,-3.496167098463078,-0.25795584650431397,-0.25795584650431397,0.0,-0.5908682427185405,-3.021510061166875,-3.6123783038854156,0.2356380599915101,2.28571428571429,0.7142857142857142,0.7142857142857142,3.0,7.0,0.42857142857142894,2023.0
275,Trent Forrest,2022,RS,UTA,1564,765,-1.5072069533233041,0.4815575356917434,-1.02564941763156,1.6366962072721558,0.7501226357565026,2.386818843028659,-0.983422686092542,0.5368065230445092,-0.4466161630480328,0.8887449539557659,0.8887449539557659,0.0,-1.3321746558084322,-0.4804483145721752,-1.812622970380607,-1.1426875719254481,0.0,0.75,0.5,2.0,4.0,0.5,2023.0
276,Evan Fournier,2022,RS,NYK,4811,2358,0.2348079328281065,-1.186356960106876,-0.9515490272787692,2.580512390909628,-3.903702940426399,-1.323190549516771,0.7591019800640333,-1.843075632799357,-1.083973652735324,2.01802820839336,2.01802820839336,0.0,1.0246268767755211,-1.135440728647398,-0.1108138518718764,0.6841706396392119,7.90909090909091,1.72727272727273,2.2727272727272703,5.0,11.0,0.45454545454545503,2023.0
277,De'Aaron Fox,2022,RS,SAC,4421,2083,1.5565485744144367,-2.3616711372721033,-0.8051225628576659,2.507010979495687,-3.028375448200466,-0.5213644687047796,1.87664114301046,-2.600854933602201,-0.7242137905917412,2.170253132511339,2.170253132511339,0.0,1.334430876656166,-1.618888479878501,-0.2844576032223356,0.8061798150106503,25.2222222222222,5.111111111111111,5.0,4.0,9.0,0.444444444444444,2023.0
282,Wenyen Gabriel,2022,RS,BRK,3,1,-2.124835090572608,-4.130752375699775,-6.255587466272384,43.187512015977,20.97509317300392,64.16260518898092,7.155148320304898,0.8346670668194148,7.989815387124312,0.0055648361535311,0.0055648361535311,0.0,3.845584980404538,-7.31271835720405,-3.467133376799512,1.55827198940243,3.88888888888889,0.7777777777777779,2.88888888888889,2.0,9.0,0.222222222222222,2023.0
283,Wenyen Gabriel,2022,RS,LAC,105,46,-1.723684096394348,-1.5847315920537868,-3.3084156884481346,-6.084573032136184,2.126913609958825,-3.957659422177359,-2.686058322362832,-0.8569565223076412,-3.5430148446704735,-0.0189437098685149,-0.0189437098685149,0.0,-2.3067311585396557,-2.272815216270223,-4.57954637480988,1.785437881056713,3.88888888888889,0.7777777777777779,2.88888888888889,2.0,9.0,0.222222222222222,2023.0
284,Wenyen Gabriel,2022,RS,LAL,650,311,0.4314947889143547,-3.4240631234255785,-2.9925683345112253,5.406293418271013,-1.829331042185376,3.5769623760856386,1.5235706830307743,-3.2922263109815915,-1.7686556279508168,0.1554171148001235,0.1554171148001235,0.0,-0.4103367559308065,-2.819585111292922,-3.2299218672237284,-0.1894292049963685,3.88888888888889,0.7777777777777779,2.88888888888889,2.0,9.0,0.222222222222222,2023.0
285,Daniel Gafford,2022,RS,WAS,2986,1444,0.2209814183511006,-0.1942848298673711,0.0266965884837294,0.7905067033158573,-2.656467226010139,-1.865960522694282,0.3695159135643342,-0.6782600624247334,-0.3087441488603992,1.7951115079101931,1.7951115079101931,0.0,0.0777174790488605,-0.4366530528786473,-0.3589355738297868,-0.1908257609154428,5.81818181818182,0.545454545454545,3.45454545454545,5.0,11.0,0.45454545454545503,2023.0
290,Darius Garland,2022,RS,CLE,4932,2430,3.877568142295526,-0.8436792888719731,3.0338888534235533,6.949995497517228,2.3321848894923454,9.282180387009577,4.769545938282755,-0.2683262330130634,4.501219705269691,8.991338374807288,8.991338374807288,0.0,4.114618032940199,0.0084164371786569,4.123034470118856,0.0153253266220144,16.4,8.4,2.2,2.0,5.0,0.4,2023.0
292,Usman Garuba,2022,RS,HOU,518,239,-2.680163142437687,-1.6535958077460169,-4.3337589501837055,5.167233381842983,1.957391761594989,7.124625143437972,-1.182699704245779,-0.8972705290410927,-2.0799702332868706,0.08178567316801,0.08178567316801,0.0,-1.87398921206535,-1.9871200862722043,-3.8611092983375537,0.1024698648704958,3.7,1.2,5.5,2.0,10.0,0.2,2023.0
294,Rudy Gay,2022,RS,UTA,2163,1038,-0.3254276887467343,0.1764955528242679,-0.1489321359224664,0.925143739778948,3.060571189110049,3.985714928888997,-0.146087099589036,0.7605692832733891,0.614482183684353,1.7796649945039689,1.7796649945039689,0.0,0.6853658899785064,-0.4292105804885558,0.2561553094899506,-0.1191562230958555,4.3,0.9,3.6,8.0,10.0,0.8,2023.0
295,Paul George,2022,RS,LAC,2243,1077,1.5714754166429452,3.616887696645542,5.188363113288487,-1.082188302528457,4.269613115514368,3.1874248129859115,1.1407168382477209,3.9508266492090964,5.091543487456819,4.402187969469462,4.402187969469462,0.0,2.299311224849419,3.873608958742026,6.172920183591446,2.167115993118127,25.3636363636364,4.545454545454549,6.09090909090909,7.0,11.0,0.6363636363636359,2023.0
296,Taj Gibson,2022,RS,NYK,1907,946,-1.8907700086548582,0.417513420748409,-1.4732565879064488,-0.3638187034645141,2.462479697730843,2.098660994266329,-1.700070900573771,0.8481172218192572,-0.8519536787545139,0.9066441563603024,0.9066441563603024,0.0,-2.531203605857724,0.2749048087335974,-2.256298797124127,-1.0311921050313821,2.5,0.5,1.0,2.0,6.0,0.33333333333333304,2023.0
297,Josh Giddey,2022,RS,OKC,3540,1700,-1.5834342607080991,0.3359546965938924,-1.247479564114206,-3.1912046927225464,0.8082084610934974,-2.3829962316290487,-1.8937060101446783,0.4628950688170878,-1.43081094132759,1.150803405799353,1.150803405799353,0.0,-2.085704089603712,-0.1219067360835954,-2.2076108256873064,0.5784165221000844,13.5,5.0,6.75,1.0,8.0,0.125,2023.0
